"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","asbestos_range_d","house_age","ruca","city_of_seattle"
"30",1860600135,2014-05-02,2384000,5,2.5,3650,9050,2,0,4,5,10,3370,280,1921,0,98119,47.6345,-122.367,2880,5400,0,93,1,1
"31",325059286,2014-05-13,819900,5,2.75,3150,7119,2,0,0,3,9,3150,0,2013,0,98052,47.6759,-122.151,1560,8384,0,1,1,0
"32",325059171,2014-05-05,900000,3,1,1330,77972,1,0,0,3,7,1330,0,1928,1954,98033,47.6891,-122.159,1340,17689,0,86,1,0
"33",98020310,2014-05-20,730000,4,2.5,3230,7331,2,0,0,3,10,3230,0,2004,0,98075,47.5823,-121.97,3480,7447,0,10,1,0
"34",2460700700,2014-05-15,252350,3,2,1650,7352,1,0,0,3,7,1160,490,1979,0,98058,47.4612,-122.169,1710,7350,0,35,1,0
"35",1653500070,2014-05-12,927000,4,2.75,3300,12090,2,0,0,3,8,3300,0,1953,0,98004,47.6294,-122.218,3180,12239,1,61,1,0
"36",3754700160,2014-05-06,397000,4,2,1440,7680,1,0,0,3,7,1200,240,1971,0,98034,47.7245,-122.2,1460,9660,1,43,1,0
"37",7702010030,2014-05-20,551000,3,2.5,2830,5802,2,0,0,3,9,2830,0,2001,0,98028,47.7605,-122.234,2500,5788,0,13,1,0
"38",8658300340,2014-05-23,80000,1,0.75,430,5050,1,0,0,2,4,430,0,1912,0,98014,47.6499,-121.909,1200,7500,0,102,1,0
"39",9828702519,2014-05-12,490000,2,2.5,1230,1391,2,0,0,3,8,870,360,2004,0,98112,47.6192,-122.301,1240,1350,0,10,1,1
"40",7518503335,2014-05-19,475000,2,1,1490,3825,1,0,0,3,7,860,630,1929,0,98117,47.6799,-122.381,1460,3825,0,85,1,1
"41",5467900070,2014-05-02,342000,3,2,1930,11947,1,0,0,4,8,1930,0,1966,0,98042,47.3672,-122.151,2200,12825,1,48,1,0
"42",5379805885,2014-05-21,240000,2,1.75,1330,7200,1,0,0,3,7,1330,0,1993,0,98188,47.4467,-122.281,1450,11682,0,21,1,0
"43",2769600560,2014-05-27,529000,3,1,1210,3328,1.5,0,0,4,7,1210,0,1924,0,98107,47.6729,-122.363,1640,3333,0,90,1,1
"44",5113400431,2014-05-08,615000,2,1,1540,6872,1,0,0,4,7,820,720,1946,0,98119,47.6454,-122.373,1420,5538,1,68,1,1
"45",4139400710,2014-05-23,782000,4,2.5,2380,9614,2,0,0,4,10,2380,0,1991,0,98006,47.5623,-122.116,2560,9770,0,23,1,0
"46",5000500055,2014-05-28,215000,2,1,1320,8865,1,0,0,4,6,1320,0,1943,0,98168,47.4949,-122.3,1190,6490,1,71,1,0
"47",7853240200,2014-05-16,619000,3,2.5,2720,6439,2,0,0,3,9,2720,0,2005,0,98065,47.5422,-121.86,3180,7320,0,9,2,0
"48",6865200444,2014-05-05,531000,2,3,1270,1175,2,0,0,3,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800,0,14,1,1
"49",6411600069,2014-05-21,325000,3,1,990,6750,1,0,0,4,6,990,0,1947,0,98133,47.7125,-122.331,1440,6860,1,67,1,1
"50",9485951170,2014-05-22,480000,4,2.25,3250,34293,2,0,0,4,9,3250,0,1983,0,98042,47.3496,-122.094,3110,35982,0,31,1,0
"51",5437820310,2014-05-23,218000,3,1,960,9633,1,0,0,5,6,960,0,1982,0,98022,47.1951,-122.001,1080,8610,0,32,1,0
"52",3226200105,2014-05-23,325000,3,1,1920,6862,1,0,2,3,7,1120,800,1952,0,98118,47.5193,-122.274,2000,6900,1,62,1,1
"53",2985800030,2014-05-07,495000,3,1,990,6000,1,0,0,3,6,990,0,1943,0,98105,47.6718,-122.267,1250,6000,1,71,1,1
"54",6798100662,2014-05-27,312000,3,1.5,1255,1374,3,0,0,3,7,1255,0,2004,0,98125,47.7145,-122.311,1307,1232,0,10,1,1
"55",6145600041,2014-05-14,306000,3,1.5,1220,1086,3,0,0,3,8,1220,0,2007,0,98133,47.7049,-122.353,1220,1422,0,7,1,1
"56",3526069070,2014-05-28,799000,4,3,2580,209523,2,0,0,3,8,2580,0,1984,0,98053,47.6932,-122.006,3440,213444,0,30,1,0
"57",1321710030,2014-05-19,320000,3,2.5,2680,7757,2,0,0,3,8,2680,0,1990,0,98023,47.2918,-122.346,2430,8231,0,24,1,0
"58",1853000510,2014-05-09,985000,4,2.25,4230,37769,2,0,0,3,11,4230,0,1989,0,98077,47.7287,-122.077,3890,37034,0,25,1,0
"59",2619950350,2014-05-08,403000,3,2.75,2090,8354,2,0,0,3,8,2090,0,2012,0,98019,47.7336,-121.965,2280,6348,0,2,1,0
"60",6979900390,2014-05-29,565000,4,2.5,2440,22594,2,0,0,3,8,2440,0,1996,0,98053,47.6333,-121.97,2560,33341,0,18,1,0
"61",1623300160,2014-05-06,450000,2,2,1100,3000,1.5,0,0,3,7,1100,0,1912,2005,98117,47.6797,-122.362,1390,4000,0,102,1,1
"62",4040800810,2014-05-02,420000,3,2.25,2000,8030,1,0,0,4,8,1000,1000,1963,0,98008,47.6188,-122.114,2070,8250,1,51,1,0
"63",7300400060,2014-05-15,370000,4,2.5,2710,5880,2,0,0,3,9,2710,0,1998,0,98092,47.3314,-122.172,2520,6000,0,16,1,0
"64",2608300030,2014-05-16,408200,3,2.5,1800,5761,2,0,0,4,7,1800,0,1990,0,98106,47.5293,-122.363,1800,5952,0,24,1,1
"65",7855801610,2014-05-19,1216000,4,2.5,3190,8684,1,0,3,5,9,1680,1510,1967,0,98006,47.5619,-122.162,3160,8684,1,47,1,0
"66",7376300060,2014-05-15,465750,3,1.5,1260,10350,1,0,0,3,7,1260,0,1959,0,98008,47.6357,-122.123,1800,10350,1,55,1,0
"67",9429500045,2014-05-09,428750,3,1,1620,30736,1.5,0,0,4,7,1620,0,1911,1977,98006,47.5719,-122.119,2440,28826,0,103,1,0
"68",1081300200,2014-05-09,352000,3,2.25,1640,11050,1,0,0,4,8,1640,0,1972,0,98059,47.4723,-122.121,1870,11050,1,42,1,0
"69",3905081070,2014-05-21,535800,4,2.5,1900,5790,2,0,0,3,8,1900,0,1994,0,98029,47.5691,-121.996,2030,5790,0,20,1,0
"70",7805450810,2014-05-30,860000,3,2.25,3060,12095,2,0,0,3,10,3060,0,1983,0,98006,47.5611,-122.106,3060,11455,0,31,1,0
"71",3826000070,2014-05-15,185000,3,1,1150,8100,1,0,0,3,6,1150,0,1932,0,98168,47.494,-122.307,1120,8100,1,82,1,0
"72",8562890700,2014-05-30,395000,4,2.5,2910,5000,2,0,0,3,8,2910,0,2002,0,98042,47.3782,-122.127,2740,5045,0,12,1,0
"73",8566100200,2014-05-08,980000,5,2.5,3160,11470,1,0,0,4,9,1780,1380,1971,0,98040,47.5368,-122.216,3260,11470,1,43,1,0
"74",2296500136,2014-05-09,839900,4,3.5,3810,13592,1,0,1,3,9,2560,1250,2013,0,98056,47.5134,-122.2,3230,9311,0,1,1,0
"75",6623400135,2014-05-22,324000,3,2.5,1750,7208,2,0,0,3,8,1750,0,1994,0,98055,47.4315,-122.192,2050,7524,0,20,1,0
"76",1431700370,2014-05-19,290000,5,1.5,2120,7700,1.5,0,0,5,7,2120,0,1962,0,98058,47.4599,-122.172,1730,7700,1,52,1,0
"77",9297301580,2014-05-16,451000,3,1.75,1560,4049,1.5,0,2,3,7,1000,560,1926,0,98126,47.5666,-122.375,1430,3738,0,88,1,1
"78",5412200270,2014-05-20,288400,4,2.5,1860,6687,1,0,0,4,7,1220,640,1983,0,98031,47.4046,-122.186,1860,6117,0,31,1,0
"79",7517500611,2014-05-21,720000,3,2.5,2020,1159,3,0,3,3,8,2020,0,2000,0,98103,47.6617,-122.356,1920,3600,0,14,1,1
"80",4298100070,2014-05-28,630000,4,2.5,2740,43101,2,0,0,3,9,2740,0,1993,0,98077,47.7649,-122.049,2740,33447,0,21,1,0
"81",8651520510,2014-05-15,582800,4,2.75,2550,7636,1,0,0,3,8,1440,1110,1986,0,98074,47.6471,-122.06,2290,8223,0,28,1,0
"82",1778350070,2014-05-09,765000,4,2.75,2790,10819,2,0,0,3,10,2790,0,1996,0,98027,47.5515,-122.08,3080,12603,0,18,1,0
"83",6380500135,2014-05-27,326100,2,1,880,7683,1,0,0,3,6,880,0,1942,0,98177,47.7145,-122.361,1370,7695,1,72,1,0
"84",9528104108,2014-05-29,535000,3,2.5,1360,1016,3,0,0,3,7,1310,50,2003,0,98115,47.6774,-122.324,1365,1156,0,11,1,1
"85",4167300350,2014-05-08,258000,4,1.75,1730,8320,1,0,0,3,7,1230,500,1977,0,98023,47.327,-122.361,1840,9800,1,37,1,0
"86",1254200075,2014-05-09,460000,4,1.75,1750,5500,1.5,0,0,5,7,1050,700,1926,0,98117,47.6802,-122.388,1640,5500,0,88,1,1
"87",1498302774,2014-05-20,271310,2,1,870,5340,1.5,0,0,2,6,870,0,1906,0,98144,47.5849,-122.302,1190,4440,0,108,1,1
"88",7697920160,2014-05-15,245000,3,1.75,1490,6930,1,0,0,4,7,1490,0,1990,0,98030,47.3682,-122.179,1880,6861,0,24,1,0
"89",2021201000,2014-05-23,980000,4,3,3680,5854,1,0,3,3,10,2060,1620,1967,0,98199,47.6327,-122.395,3140,5000,1,47,1,1
"90",7197300105,2014-05-02,550000,4,2.5,1940,10500,1,0,0,4,7,1140,800,1976,0,98052,47.683,-122.114,2200,10500,1,38,1,0
"91",2771101200,2014-05-17,410000,3,2,1700,4250,1,0,0,3,6,890,810,1944,0,98199,47.6542,-122.385,1440,4250,1,70,1,1
"92",1762600260,2014-05-22,1050000,4,3.25,3440,35021,2,0,0,3,10,3440,0,1983,0,98033,47.6476,-122.184,3440,35021,0,31,1,0
"93",5144000036,2014-05-27,360000,3,1,1050,9206,1.5,0,0,3,7,1050,0,1954,0,98125,47.7071,-122.301,1380,6384,1,60,1,1
"94",1782000160,2014-05-30,356700,2,1,1090,5000,1,0,0,4,7,730,360,1942,0,98126,47.5258,-122.378,990,5250,1,72,1,1
"95",6114600030,2014-05-20,675000,4,3,2690,28300,1,0,0,3,8,2690,0,1954,1999,98166,47.4458,-122.343,2820,27100,1,60,1,0
"96",7227500830,2014-05-28,151000,2,1,720,4222,1,0,0,4,5,720,0,1942,0,98056,47.4965,-122.186,860,4785,1,72,1,0
"97",751000060,2014-05-06,353000,3,1,1350,7740,1,0,0,4,6,860,490,1947,0,98125,47.7098,-122.291,1130,7740,1,67,1,1
"98",7137900320,2014-05-09,224500,4,1,1430,8355,1.5,0,0,4,7,1430,0,1983,0,98092,47.3178,-122.174,1550,7938,0,31,1,0
"99",3450300240,2014-05-15,302000,4,1.75,2020,7865,1,0,0,4,7,1010,1010,1963,0,98059,47.5008,-122.162,1650,7865,1,51,1,0
"100",6332940070,2014-05-07,510000,4,2.5,2430,5203,2,0,0,3,8,2430,0,2003,0,98155,47.7402,-122.317,2260,7474,0,11,1,0
"101",1117200390,2014-05-07,1150000,4,4,4460,103382,2,0,0,3,11,4460,0,2001,0,98053,47.634,-121.997,3470,88519,0,13,1,0
"102",7856610200,2014-05-23,902000,4,2.25,2530,9200,1,0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400,1,38,1,0
"103",11900140,2014-05-09,254000,3,2.5,1850,4597,2,0,0,3,8,1850,0,2003,0,98042,47.3755,-122.136,2210,5000,0,11,1,0
"104",5458300685,2014-05-20,479000,3,2.5,1260,889,3,0,0,3,8,1260,0,2008,0,98109,47.6277,-122.345,1340,1324,0,6,1,1
"105",4140900140,2014-05-27,438000,3,1.75,1650,12940,1,0,0,4,7,1650,0,1961,0,98028,47.7629,-122.268,2830,12600,1,53,1,0
"106",472000055,2014-05-14,546000,3,1.75,2000,5000,1,0,0,4,7,1110,890,1921,0,98117,47.6859,-122.399,1750,5000,0,93,1,1
"107",2473400570,2014-05-16,317000,3,2,1760,11410,1,0,0,5,7,1060,700,1977,0,98058,47.4528,-122.163,1680,9165,1,37,1,0
"108",5701800030,2014-05-06,609000,4,2.5,2150,37981,2,0,0,3,9,2150,0,1985,0,98052,47.7227,-122.098,2450,37981,0,29,1,0
"109",9828700200,2014-05-05,831000,4,3,2170,4000,2,0,0,4,9,1610,560,1982,2011,98112,47.6196,-122.292,1670,4000,0,32,1,1
"110",5341600030,2014-05-09,255000,2,1,960,28717,1,0,0,4,6,960,0,1984,0,98070,47.3356,-122.502,1860,28717,0,30,2,0
"111",5458800125,2014-05-14,925000,4,2.5,2190,7350,2.5,0,0,5,8,2190,0,1958,0,98040,47.5786,-122.236,1880,7350,1,56,1,0
"112",3380900125,2014-05-27,360000,3,1,1570,9467,1,0,0,3,7,1570,0,1954,0,98177,47.7683,-122.359,1570,9100,1,60,1,0
"113",2878600200,2014-05-08,533000,3,1,1670,4080,1,0,0,3,7,1170,500,1967,0,98115,47.6899,-122.321,1560,4080,1,47,1,1
"114",7298040310,2014-05-23,556000,5,2.5,3840,16905,2,0,0,3,11,3840,0,1991,0,98023,47.2996,-122.342,3270,12133,0,23,1,0
"115",9126100550,2014-05-13,625000,3,3.5,1810,1846,2,0,0,4,8,1440,370,2009,0,98122,47.607,-122.305,1480,3600,0,5,1,1
"116",5101405274,2014-05-29,389000,2,1,910,7000,1,0,0,3,7,910,0,1952,0,98115,47.6999,-122.305,1260,7528,1,62,1,1
"117",7234600786,2014-05-11,842500,4,2.5,2160,5298,2.5,0,0,4,9,2160,0,1902,0,98122,47.6106,-122.31,1720,2283,0,112,1,1
"118",9407001860,2014-05-24,372000,4,1.75,1960,9300,1,0,0,5,7,1340,620,1979,0,98045,47.4487,-121.772,1500,9752,0,35,2,0
"119",1453600202,2014-05-20,520000,4,3.5,2680,10000,2,0,0,3,8,2040,640,1942,2014,98125,47.726,-122.296,1530,8000,1,72,1,1
"120",5469300270,2014-05-06,234000,3,1.75,1490,8366,1,0,0,4,7,1010,480,1975,0,98042,47.375,-122.14,1490,7469,1,39,1,0
"121",1687000270,2014-05-28,267000,3,2.5,2495,4400,2,0,0,3,8,2495,0,2007,0,98001,47.288,-122.283,2434,4400,0,7,1,0
"122",4102000075,2014-05-22,275000,1,0.75,1170,14149,1,0,0,5,7,880,290,1962,0,98022,47.2653,-121.91,1130,24513,1,52,1,0
"123",8078460550,2014-05-13,651000,4,2.5,2740,7140,2,0,0,3,8,2740,0,1993,0,98074,47.6334,-122.021,2260,7035,0,21,1,0
"124",5100401414,2014-05-02,490000,2,1,880,6380,1,0,0,3,7,880,0,1938,1994,98115,47.6924,-122.322,1340,6380,1,76,1,1
"125",2205500400,2014-05-14,542000,4,1.75,1900,8250,1,0,0,4,7,950,950,1955,0,98006,47.5765,-122.147,1480,8360,1,59,1,0
"126",5636000400,2014-05-07,253000,3,1.75,1250,10122,1,0,0,3,7,1250,0,1994,0,98010,47.3277,-122.001,1980,10175,0,20,1,0
"127",319500570,2014-05-05,780000,4,2.5,2730,10281,2,0,2,3,9,2730,0,1996,0,98074,47.6227,-122.029,2750,7220,0,18,1,0
"128",7214700830,2014-05-13,480000,5,4.75,3830,35000,1,0,0,3,8,2130,1700,1976,0,98077,47.7597,-122.079,2750,36150,1,38,1,0
"129",8651430560,2014-05-22,180000,3,1,870,5330,1,0,0,3,6,870,0,1969,2014,98042,47.369,-122.077,840,5200,1,45,1,0
"130",3630120700,2014-05-13,757000,3,3.25,3190,5283,2,0,0,3,9,3190,0,2007,0,98029,47.5534,-122.002,2950,5198,0,7,1,0
"131",3034200058,2014-05-29,400000,4,1.5,1390,7200,1,0,0,3,7,1140,250,1965,0,98133,47.7224,-122.332,1630,7702,1,49,1,1
"132",2523039239,2014-05-30,260000,3,1.75,1050,5850,1,0,0,3,7,1050,0,1980,0,98166,47.4574,-122.358,1220,8880,0,34,1,0
"133",8651580310,2014-05-28,621138,3,2.25,2180,7741,2,0,0,3,9,2180,0,1986,0,98074,47.6482,-122.072,2300,8581,0,28,1,0
"134",3728800320,2014-05-29,264000,3,1.5,1470,14821,1,0,0,4,7,1470,0,1958,0,98042,47.3658,-122.148,1760,15370,1,56,1,0
"135",1419700270,2014-05-07,503000,3,2.75,1540,6760,1,0,0,5,7,1210,330,1980,0,98034,47.7163,-122.212,1540,7416,0,34,1,0
"136",7214700160,2014-05-09,610000,3,3,2480,45302,1,0,0,4,8,1620,860,1976,0,98077,47.7591,-122.073,1260,14100,1,38,1,0
"137",1250203335,2014-05-27,1050000,4,2.5,2920,7200,1,0,3,3,8,1470,1450,1921,2006,98144,47.5947,-122.288,3210,6825,0,93,1,1
"138",5315100737,2014-05-28,900000,6,2.75,2300,24773,1.5,0,0,4,9,2300,0,1950,1985,98040,47.5833,-122.242,2720,11740,1,64,1,0
"139",6127011000,2014-05-08,537500,4,2.5,2550,4630,2,0,0,3,7,2550,0,2005,0,98075,47.5928,-122.004,2550,5151,0,9,1,0
"140",3649100473,2014-05-28,365000,3,1.5,1300,12240,1,0,0,3,7,1300,0,1963,0,98028,47.737,-122.243,2040,9326,1,51,1,0
"141",6372000060,2014-05-23,662990,3,1.75,1240,3600,1.5,0,0,5,7,1240,0,1926,0,98116,47.5797,-122.405,1660,3600,0,88,1,1
"142",3583300135,2014-05-13,460000,3,2.25,2350,10450,1,0,0,3,8,1390,960,1977,0,98028,47.7433,-122.259,2250,10450,1,37,1,0
"143",8680100030,2014-05-21,374000,3,1.75,2000,9416,1,0,0,4,6,2000,0,1961,0,98033,47.697,-122.175,1440,9555,1,53,1,0
"144",3356406510,2014-05-30,196440,3,2,1560,7352,1,0,0,3,6,1560,0,1992,0,98001,47.2804,-122.251,1120,7950,0,22,1,0
"145",424069264,2014-05-22,749000,4,2.5,2930,18199,2,0,0,3,9,2930,0,1998,0,98075,47.5937,-122.047,2930,33976,0,16,1,0
"146",7625704005,2014-05-06,561000,3,2,2000,7000,2,0,0,3,7,2000,0,1916,1986,98136,47.5452,-122.393,1840,7000,0,98,1,1
"147",8651402920,2014-05-05,219900,4,1.5,1120,5427,1,0,0,3,6,1120,0,1969,2014,98042,47.3628,-122.087,1150,5304,1,45,1,0
"148",1513800036,2014-05-16,799000,4,3.25,3120,5000,2,0,0,3,9,2370,750,2005,0,98115,47.69,-122.299,2520,6000,0,9,1,1
"149",9839300875,2014-05-14,800000,3,1,1700,4400,1.5,0,0,4,8,1700,0,1906,0,98122,47.612,-122.292,1610,4180,0,108,1,1
"150",5450900140,2014-05-08,830000,5,3,3040,9601,1,0,0,5,9,1970,1070,1968,0,98040,47.5562,-122.22,3180,12390,1,46,1,0
"151",225039082,2014-05-14,620000,5,2.5,2540,3832,2,0,0,5,8,1760,780,1929,0,98117,47.6848,-122.398,2000,5289,0,85,1,1
"152",8099900260,2014-05-28,544500,4,2.5,2230,10414,1,0,0,5,7,1450,780,1974,0,98075,47.5816,-122,1960,10240,1,40,1,0
"153",9424400200,2014-05-15,451555,2,1,1320,4520,1,0,1,3,6,1320,0,1912,1971,98116,47.5655,-122.394,1420,4560,0,102,1,1
"154",8113600004,2014-05-20,599950,3,2.5,2660,4975,2,0,0,3,8,2660,0,2014,0,98118,47.5487,-122.272,1840,6653,0,0,1,1
"155",9521101221,2014-05-19,487250,4,2,1690,3250,1.5,0,0,3,7,1550,140,1901,0,98103,47.6637,-122.346,1620,3250,0,113,1,1
"156",1549500370,2014-05-05,210000,3,1,1340,306848,1,0,0,3,5,1340,0,1953,0,98019,47.7534,-121.912,1800,128066,1,61,1,0
"157",2264500890,2014-05-08,712000,3,1,1250,4620,1.5,0,0,4,7,1150,100,1900,0,98103,47.651,-122.341,1900,4400,0,114,1,1
"158",7504010560,2014-05-09,920000,4,3,3750,11025,2,0,0,3,10,3750,0,1976,0,98074,47.6367,-122.059,2930,12835,1,38,1,0
"159",7148700160,2014-05-12,341000,3,1.5,1720,7119,1.5,0,0,4,7,1720,0,1952,0,98155,47.7535,-122.314,1590,7616,1,62,1,0
"160",7123400045,2014-05-23,225000,2,1,1300,11867,1.5,0,0,4,6,1300,0,1975,0,98010,47.3221,-121.903,820,11867,1,39,1,0
"161",1623300765,2014-05-06,469000,2,1,1030,4400,1,0,0,3,7,1030,0,1924,0,98117,47.681,-122.361,1400,4200,0,90,1,1
"162",9315300260,2014-05-21,189650,2,1.75,1100,7600,1,0,0,3,6,1100,0,1980,0,98198,47.4136,-122.318,1230,7350,0,34,1,0
"163",290000055,2014-05-16,720000,2,1,2020,7200,1,0,3,4,7,1700,320,1947,0,98146,47.506,-122.384,2020,7200,1,67,1,0
"164",6052400575,2014-05-14,175000,2,1,1170,8925,1,0,2,3,6,1170,0,1911,0,98198,47.4017,-122.321,1380,7440,0,103,1,0
"165",5104510240,2014-05-19,339000,4,2.5,1830,8601,2,0,0,3,7,1830,0,2003,0,98038,47.3576,-122.016,1830,5184,0,11,1,0
"166",4278900055,2014-05-28,599000,4,2.75,2020,2750,1,0,0,3,8,1010,1010,1917,2014,98122,47.6053,-122.291,1840,4000,0,97,1,1
"167",9512000140,2014-05-05,755000,4,2.5,2120,10202,1,0,0,4,7,1620,500,1960,0,98005,47.5858,-122.17,1570,10762,1,54,1,0
"168",5637200200,2014-05-23,439950,4,2.5,2380,12067,2,0,0,3,7,2380,0,2002,0,98059,47.4873,-122.144,2330,8621,0,12,1,0
"169",5152960710,2014-05-14,740000,5,5,5774,31675,1,0,2,3,11,4490,1284,1984,0,98003,47.3466,-122.323,3260,13200,0,30,1,0
"170",2767603215,2014-05-16,490000,3,2,1450,2400,1.5,0,0,3,8,1450,0,1900,2003,98107,47.6726,-122.381,1450,4275,0,114,1,1
"171",3905010140,2014-05-29,690000,4,2.5,2920,9904,2,0,0,4,9,2920,0,1990,0,98029,47.5759,-121.995,1810,5617,0,24,1,0
"172",312000135,2014-05-20,483945,2,1.75,1480,5120,1,0,0,4,6,840,640,1951,0,98116,47.558,-122.392,1090,5120,1,63,1,1
"173",1402000070,2014-05-20,390000,4,2.25,1770,33132,1,0,0,4,8,1190,580,1965,0,98058,47.4413,-122.151,2490,20000,1,49,1,0
"174",4045500510,2014-05-21,420850,1,1,960,40946,1,0,0,5,5,960,0,1945,0,98014,47.6951,-121.864,1320,20350,1,69,1,0
"175",1721069036,2014-05-29,412000,3,1.75,1950,52256,1,0,0,4,8,1950,0,1985,0,98042,47.3133,-122.078,2450,51836,0,29,1,0
"176",4379400560,2014-05-29,695000,3,2.5,2390,4555,2,0,0,3,9,2390,0,2006,0,98074,47.6199,-122.025,2540,4500,0,8,1,0
"177",629810350,2014-05-21,815000,4,2.75,3488,9614,2,0,0,3,10,3488,0,1998,0,98074,47.6055,-122.013,3600,10891,0,16,1,0
"178",7298020240,2014-05-09,402500,4,2.5,2600,11951,2,0,0,3,10,2600,0,1988,0,98023,47.3053,-122.34,2820,12093,0,26,1,0
"179",1022059082,2014-05-08,307000,3,1.75,1890,13860,1,0,0,5,7,1890,0,1966,0,98042,47.4156,-122.149,1500,14536,1,48,1,0
"180",534000075,2014-05-06,329350,2,1,720,6687,1,0,0,3,6,720,0,1942,0,98117,47.7001,-122.362,840,6687,1,72,1,1
